feature	chromosome	start	end	LGG150
7:139485001-139500000	7	139485001	139500000	0.367
7:139500001-139515000	7	139500001	139515000	0.12
7:139515001-139530000	7	139515001	139530000	0.326
7:139530001-139545000	7	139530001	139545000	0.408
7:139545001-139560000	7	139545001	139560000	0.081
7:139560001-139575000	7	139560001	139575000	0.175
7:139575001-139590000	7	139575001	139590000	0.124
7:139590001-139605000	7	139590001	139605000	0.456
7:139605001-139620000	7	139605001	139620000	0.452
7:139620001-139635000	7	139620001	139635000	0.414
7:139635001-139650000	7	139635001	139650000	0.259
7:139650001-139665000	7	139650001	139665000	-0.019
7:139665001-139680000	7	139665001	139680000	0.414
7:139680001-139695000	7	139680001	139695000	0.172
7:139695001-139710000	7	139695001	139710000	0.323
7:139710001-139725000	7	139710001	139725000	0.018
7:139725001-139740000	7	139725001	139740000	0.311
7:139740001-139755000	7	139740001	139755000	0.189
7:139755001-139770000	7	139755001	139770000	0.165
7:139770001-139785000	7	139770001	139785000	0.151
7:139785001-139800000	7	139785001	139800000	0.375
7:139815001-139830000	7	139815001	139830000	0.055
7:139830001-139845000	7	139830001	139845000	-0.14
7:139845001-139860000	7	139845001	139860000	-0.021
7:139860001-139875000	7	139860001	139875000	0.48
7:139875001-139890000	7	139875001	139890000	0.176
7:139890001-139905000	7	139890001	139905000	0.162
7:139905001-139920000	7	139905001	139920000	-0.169
7:139920001-139935000	7	139920001	139935000	0.087
7:139935001-139950000	7	139935001	139950000	-0.103
7:139950001-139965000	7	139950001	139965000	0.255
7:139965001-139980000	7	139965001	139980000	0.657
7:139980001-139995000	7	139980001	139995000	0.005
7:139995001-140010000	7	139995001	140010000	-0.337
7:140010001-140025000	7	140010001	140025000	0.14
7:140025001-140040000	7	140025001	140040000	0.44
7:140040001-140055000	7	140040001	140055000	0.323
7:140055001-140070000	7	140055001	140070000	-0.271
7:140070001-140085000	7	140070001	140085000	0.558
7:140085001-140100000	7	140085001	140100000	-0.27
7:140100001-140115000	7	140100001	140115000	0.092
7:140115001-140130000	7	140115001	140130000	0.076
7:140130001-140145000	7	140130001	140145000	0.706
7:140145001-140160000	7	140145001	140160000	-0.134
7:140160001-140175000	7	140160001	140175000	0.13
7:140175001-140190000	7	140175001	140190000	0.937
7:140190001-140205000	7	140190001	140205000	4.679
7:140205001-140220000	7	140205001	140220000	4.795
7:140220001-140235000	7	140220001	140235000	4.311
7:140235001-140250000	7	140235001	140250000	0.141
7:140250001-140265000	7	140250001	140265000	0.283
7:140265001-140280000	7	140265001	140280000	0.492
7:140280001-140295000	7	140280001	140295000	0.535
7:140295001-140310000	7	140295001	140310000	0.217
7:140310001-140325000	7	140310001	140325000	0.291
7:140325001-140340000	7	140325001	140340000	0.192
7:140340001-140355000	7	140340001	140355000	-0.008
7:140355001-140370000	7	140355001	140370000	-0.527
7:140370001-140385000	7	140370001	140385000	-0.046
7:140385001-140400000	7	140385001	140400000	0.065
7:140415001-140430000	7	140415001	140430000	0.127
7:140430001-140445000	7	140430001	140445000	0.133
7:140445001-140460000	7	140445001	140460000	0.367
7:140460001-140475000	7	140460001	140475000	0.572
7:140475001-140490000	7	140475001	140490000	0.082
7:140490001-140505000	7	140490001	140505000	0.04
7:140505001-140520000	7	140505001	140520000	0.203
7:140520001-140535000	7	140520001	140535000	0.329
7:140535001-140550000	7	140535001	140550000	0.234
7:140550001-140565000	7	140550001	140565000	0.358
7:140565001-140580000	7	140565001	140580000	0.016
7:140580001-140595000	7	140580001	140595000	0.234
7:140595001-140610000	7	140595001	140610000	0.311
7:140610001-140625000	7	140610001	140625000	0.041
7:140625001-140640000	7	140625001	140640000	0.054
7:140640001-140655000	7	140640001	140655000	0.082
7:140655001-140670000	7	140655001	140670000	0.182
7:140670001-140685000	7	140670001	140685000	-0.739
7:140685001-140700000	7	140685001	140700000	0.456
7:140700001-140715000	7	140700001	140715000	0.133
7:140715001-140730000	7	140715001	140730000	0.213
7:140745001-140760000	7	140745001	140760000	-0.361
7:140760001-140775000	7	140760001	140775000	0.1
7:140775001-140790000	7	140775001	140790000	0.22
7:140790001-140805000	7	140790001	140805000	0.395
7:140805001-140820000	7	140805001	140820000	0.407
7:140820001-140835000	7	140820001	140835000	0.021
7:140835001-140850000	7	140835001	140850000	0.116
7:140850001-140865000	7	140850001	140865000	0.183
7:140865001-140880000	7	140865001	140880000	0.132
7:140880001-140895000	7	140880001	140895000	0.175
7:140895001-140910000	7	140895001	140910000	0.523
7:140910001-140925000	7	140910001	140925000	0.06
7:140925001-140940000	7	140925001	140940000	0.465
7:140940001-140955000	7	140940001	140955000	-0.26
7:140955001-140970000	7	140955001	140970000	0.3
7:140970001-140985000	7	140970001	140985000	0.214
7:140985001-141000000	7	140985001	141000000	-0.025
7:141000001-141015000	7	141000001	141015000	-0.073
7:141015001-141030000	7	141015001	141030000	0.316
7:141030001-141045000	7	141030001	141045000	0.526
7:141045001-141060000	7	141045001	141060000	0.349
7:141060001-141075000	7	141060001	141075000	0.487
7:141075001-141090000	7	141075001	141090000	0.169
7:141090001-141105000	7	141090001	141105000	0.116
7:141105001-141120000	7	141105001	141120000	0.331
7:141120001-141135000	7	141120001	141135000	0.455
7:141135001-141150000	7	141135001	141150000	0.268
7:141150001-141165000	7	141150001	141165000	0.216
7:141165001-141180000	7	141165001	141180000	0.132
7:141180001-141195000	7	141180001	141195000	0.372
7:141195001-141210000	7	141195001	141210000	0.407
7:141210001-141225000	7	141210001	141225000	0.254
7:141225001-141240000	7	141225001	141240000	0.289
7:141240001-141255000	7	141240001	141255000	-0.121
7:141255001-141270000	7	141255001	141270000	-0.088
7:141270001-141285000	7	141270001	141285000	0.084
7:141285001-141300000	7	141285001	141300000	0.45
7:141300001-141315000	7	141300001	141315000	-0.007
7:141315001-141330000	7	141315001	141330000	0.091
7:141330001-141345000	7	141330001	141345000	0.31
7:141345001-141360000	7	141345001	141360000	0.174
7:141360001-141375000	7	141360001	141375000	0.368
7:141375001-141390000	7	141375001	141390000	0.259
7:141390001-141405000	7	141390001	141405000	0.323
7:141405001-141420000	7	141405001	141420000	0.071
7:141420001-141435000	7	141420001	141435000	0.25
7:141435001-141450000	7	141435001	141450000	0.128
7:141450001-141465000	7	141450001	141465000	0.118
7:141480001-141495000	7	141480001	141495000	0.441
7:141510001-141525000	7	141510001	141525000	0.553
7:141525001-141540000	7	141525001	141540000	0.166
7:141540001-141555000	7	141540001	141555000	0.409
7:141555001-141570000	7	141555001	141570000	0.034
7:141570001-141585000	7	141570001	141585000	0.556
7:141585001-141600000	7	141585001	141600000	0.447
7:141600001-141615000	7	141600001	141615000	0.499
7:141630001-141645000	7	141630001	141645000	0.036
7:141645001-141660000	7	141645001	141660000	0.055
7:141660001-141675000	7	141660001	141675000	0.074
7:141690001-141705000	7	141690001	141705000	-0.106
7:141705001-141720000	7	141705001	141720000	0.082
7:141720001-141735000	7	141720001	141735000	0.387
7:141735001-141750000	7	141735001	141750000	0.065
7:141750001-141765000	7	141750001	141765000	-0.485
7:141765001-141780000	7	141765001	141780000	-0.007
7:141795001-141810000	7	141795001	141810000	0.31
7:141810001-141825000	7	141810001	141825000	-0.373
7:141825001-141840000	7	141825001	141840000	0.305
7:141840001-141855000	7	141840001	141855000	0.253
7:141855001-141870000	7	141855001	141870000	0.119
7:141870001-141885000	7	141870001	141885000	0.128
7:141885001-141900000	7	141885001	141900000	0.299
7:141900001-141915000	7	141900001	141915000	0.085
7:141915001-141930000	7	141915001	141930000	0.051
7:141930001-141945000	7	141930001	141945000	-0.078
7:141945001-141960000	7	141945001	141960000	0.086
7:141960001-141975000	7	141960001	141975000	0.075
7:141975001-141990000	7	141975001	141990000	-0.002
7:141990001-142005000	7	141990001	142005000	0.232
7:142005001-142020000	7	142005001	142020000	0.107
7:142020001-142035000	7	142020001	142035000	-0.121
7:142035001-142050000	7	142035001	142050000	0.241
7:142095001-142110000	7	142095001	142110000	0.009
7:142110001-142125000	7	142110001	142125000	-0.194
7:142125001-142140000	7	142125001	142140000	0.057
7:142140001-142155000	7	142140001	142155000	-0.494
7:142170001-142185000	7	142170001	142185000	-0.114
7:142185001-142200000	7	142185001	142200000	-0.269
7:142200001-142215000	7	142200001	142215000	0.441
7:142215001-142230000	7	142215001	142230000	0.036
7:142230001-142245000	7	142230001	142245000	0.124
7:142245001-142260000	7	142245001	142260000	0.312
7:142260001-142275000	7	142260001	142275000	0.088
7:142275001-142290000	7	142275001	142290000	0.053
7:142320001-142335000	7	142320001	142335000	-0.258
7:142395001-142410000	7	142395001	142410000	-0.422
7:142410001-142425000	7	142410001	142425000	-0.098
7:142425001-142440000	7	142425001	142440000	0.129
7:142440001-142455000	7	142440001	142455000	-0.591
7:142455001-142470000	7	142455001	142470000	0.03
7:142485001-142500000	7	142485001	142500000	0.096
7:142500001-142515000	7	142500001	142515000	0.306
7:142515001-142530000	7	142515001	142530000	0.361
7:142530001-142545000	7	142530001	142545000	0.279
7:142545001-142560000	7	142545001	142560000	0.344
7:142560001-142575000	7	142560001	142575000	0.403
7:142575001-142590000	7	142575001	142590000	-0.013
7:142590001-142605000	7	142590001	142605000	0.114
7:142605001-142620000	7	142605001	142620000	0.204
7:142620001-142635000	7	142620001	142635000	-0.05
7:142635001-142650000	7	142635001	142650000	-0.165
7:142650001-142665000	7	142650001	142665000	0.133
7:142665001-142680000	7	142665001	142680000	-0.158
7:142680001-142695000	7	142680001	142695000	-0.021
7:142695001-142710000	7	142695001	142710000	0.484
7:142710001-142725000	7	142710001	142725000	-0.235
7:142725001-142740000	7	142725001	142740000	-0.005
7:142740001-142755000	7	142740001	142755000	0.524
7:142755001-142770000	7	142755001	142770000	-0.254
7:142770001-142785000	7	142770001	142785000	-0.013
7:142785001-142800000	7	142785001	142800000	-0.005
7:142800001-142815000	7	142800001	142815000	-0.064
7:142815001-142830000	7	142815001	142830000	-0.007
7:142830001-142845000	7	142830001	142845000	0.013
7:142845001-142860000	7	142845001	142860000	0.484
7:142860001-142875000	7	142860001	142875000	0.416
7:142875001-142890000	7	142875001	142890000	-0.018
7:142890001-142905000	7	142890001	142905000	-0.139
7:142905001-142920000	7	142905001	142920000	0.099
7:142920001-142935000	7	142920001	142935000	0.2
7:142935001-142950000	7	142935001	142950000	0.293
7:142950001-142965000	7	142950001	142965000	0.2
7:142965001-142980000	7	142965001	142980000	0.24
7:142980001-142995000	7	142980001	142995000	0.044
7:142995001-143010000	7	142995001	143010000	0.437
7:143010001-143025000	7	143010001	143025000	0.23
7:143025001-143040000	7	143025001	143040000	0.249
7:143040001-143055000	7	143040001	143055000	0.233
7:143055001-143070000	7	143055001	143070000	0.131
7:143070001-143085000	7	143070001	143085000	0.628
7:143085001-143100000	7	143085001	143100000	-0.261
7:143100001-143115000	7	143100001	143115000	0.112
7:143115001-143130000	7	143115001	143130000	0.389
7:143130001-143145000	7	143130001	143145000	0.158
7:143160001-143175000	7	143160001	143175000	0.073
7:143175001-143190000	7	143175001	143190000	0.066
7:143190001-143205000	7	143190001	143205000	0.377
7:143205001-143220000	7	143205001	143220000	-0.003
7:143535001-143550000	7	143535001	143550000	-0.301
7:143580001-143595000	7	143580001	143595000	0.122
7:143595001-143610000	7	143595001	143610000	0.462
7:143610001-143625000	7	143610001	143625000	0.174
7:143625001-143640000	7	143625001	143640000	0.421
7:143640001-143655000	7	143640001	143655000	-0.037
7:143655001-143670000	7	143655001	143670000	0.118
7:143670001-143685000	7	143670001	143685000	0.115
7:143685001-143700000	7	143685001	143700000	0.2
7:143700001-143715000	7	143700001	143715000	0.036
7:143715001-143730000	7	143715001	143730000	0.3
7:143730001-143745000	7	143730001	143745000	-0.014
7:143745001-143760000	7	143745001	143760000	0.365
7:143760001-143775000	7	143760001	143775000	0.343
7:143775001-143790000	7	143775001	143790000	-0.028
7:143790001-143805000	7	143790001	143805000	-0.212
7:143805001-143820000	7	143805001	143820000	-0.127
7:143820001-143835000	7	143820001	143835000	0.461
7:143835001-143850000	7	143835001	143850000	0.275
7:143850001-143865000	7	143850001	143865000	0.062
7:143865001-143880000	7	143865001	143880000	0.317
7:144075001-144090000	7	144075001	144090000	-0.274
7:144090001-144105000	7	144090001	144105000	0.253
7:144120001-144135000	7	144120001	144135000	0.37
7:144135001-144150000	7	144135001	144150000	0.532
7:144150001-144165000	7	144150001	144165000	-0.021
7:144165001-144180000	7	144165001	144180000	-0.409
7:144180001-144195000	7	144180001	144195000	0.255
7:144195001-144210000	7	144195001	144210000	0.386
7:144210001-144225000	7	144210001	144225000	0.233
7:144225001-144240000	7	144225001	144240000	-0.121
7:144240001-144255000	7	144240001	144255000	-0.269
7:144255001-144270000	7	144255001	144270000	-0.082
7:144270001-144285000	7	144270001	144285000	0.395
7:144285001-144300000	7	144285001	144300000	-0.252
7:144300001-144315000	7	144300001	144315000	-0.377
7:144315001-144330000	7	144315001	144330000	0.093
7:144330001-144345000	7	144330001	144345000	0.265
7:144345001-144360000	7	144345001	144360000	-0.311
7:144360001-144375000	7	144360001	144375000	0.296
7:144375001-144390000	7	144375001	144390000	0.2
7:144390001-144405000	7	144390001	144405000	0.265
7:144405001-144420000	7	144405001	144420000	0.299
7:144420001-144435000	7	144420001	144435000	0.356
7:144435001-144450000	7	144435001	144450000	-0.121
7:144450001-144465000	7	144450001	144465000	0.306
7:144465001-144480000	7	144465001	144480000	-0.057
7:144480001-144495000	7	144480001	144495000	0.428
7:144495001-144510000	7	144495001	144510000	0.268
7:144510001-144525000	7	144510001	144525000	-0.002
7:144525001-144540000	7	144525001	144540000	0.212
7:144540001-144555000	7	144540001	144555000	0.305
7:144555001-144570000	7	144555001	144570000	0.284
7:144570001-144585000	7	144570001	144585000	-0.214
7:144585001-144600000	7	144585001	144600000	0.101
7:144600001-144615000	7	144600001	144615000	-0.373
7:144615001-144630000	7	144615001	144630000	-0.138
7:144630001-144645000	7	144630001	144645000	-0.587
7:144645001-144660000	7	144645001	144660000	0.017
7:144660001-144675000	7	144660001	144675000	-0.621
7:144675001-144690000	7	144675001	144690000	-0.514
7:144690001-144705000	7	144690001	144705000	-0.061
7:144705001-144720000	7	144705001	144720000	0.334
7:144720001-144735000	7	144720001	144735000	-0.24
7:144735001-144750000	7	144735001	144750000	0.091
7:144750001-144765000	7	144750001	144765000	-0.498
7:144765001-144780000	7	144765001	144780000	-0.134
7:144780001-144795000	7	144780001	144795000	0.215
7:144795001-144810000	7	144795001	144810000	0.252
7:144810001-144825000	7	144810001	144825000	-0.05
7:144825001-144840000	7	144825001	144840000	-0.219
7:144840001-144855000	7	144840001	144855000	0.256
7:144855001-144870000	7	144855001	144870000	-0.174
7:144870001-144885000	7	144870001	144885000	0.198
7:144885001-144900000	7	144885001	144900000	-0.024
